num,match
3,<accordion-item inline-template>
3,"<ng-view id=""page-main-content"" ng-class=""{'main_content': true, 'static_force' : currentPage == '/parentaladvisor'}"" infinite-scroll=""broadcastPageScroll()"" infinite-scroll-distance=""0.5"">"
3,"<found-rep text-tooltip='{
						  ""contact"" : ""¡Ponte en contacto conmigo!"",
						  ""search"" : ""Busca otra Representante"",
						  ""representative"" : ""es tu Representante Avon"",
						  ""interest"" : ""Intereses::"",
						  ""whySell"" : ""Porqué me encanta vender Avon:"",
						  ""how"" : ""¿Cómo comprar con Avon?"",
						  ""call"" : ""Llama a tu Representante Avon"",
						  ""at"" : ""at"",
						  ""email"" : ""o envíale un e-mail a "",
						  ""shopping"" : ""con tu Lista de productos"",
						  ""distance"" : ""Ella está a "",
						  ""units"" : ""km de ti"",
						  ""repAttachHeader"" : ""Tu Representante es"",
						  ""FARlinkPath"" : ""/avon-pe/findARep.html"",
						  ""defaultHeader"" : ""ENCUENTRA UNA REPRESENTANTE"",
						  ""displayAddr"" : ""addrLine2Txt"",
						  ""defaultRep"" : ""/dam/jcr:7aad1a47-8eed-4033-af11-a74dbb3f3776/defaultRep0.png""
						}' >"
3,"<trailer-player trailer-translated=""Trailer"">"
3,"<li-icon aria-hidden=""true"" type=""cancel-icon"" size=""small"">"
3,"<amp-auto-ads type=""adsense""
              data-ad-client=""ca-pub-6913654218835008"">"
3,"<template-page template=""PageFeedLanding"">"
3,"<word-suggest-component v-bind:data=""suggestData"" v-on:click-word=""clickWord"">"
3,<ng-view autoscroll>
3,<amp-auto-ads data-ad-client='ca-pub-5391958866700215' type='adsense'>
3,<ui-view ng-cloak>
3,"<tb-notification-widget widget-id=""329954f1-1464-66f5-f6cc-016325e7f0be"">"
3,"<b-hdr class=""b-hdr js-b-hdr"">"
2,"<icon-main-logo-n1-domchel class=""top-panel-logo__item _domchel"">"
2,"<ng-include src=""'views/header_section.html'"">"
2,<adb-sidelist adb-center-vertically>
2,"<amp-auto-ads type=""adsense"" data-ad-client=""ca-pub-7087873690031340"">"
2,"<iron-animated-pages class=""pages_container"" transition=""fade"" icon=""icon:logo"">"
2,"<md-button aria-label=""Dashboard Settings"" ui-sref=""dashboard"">"
2,"<tb-notification-widget  widget-id=""71310774-e8e4-8597-9678-0166870b2c50"">"
2,"<ion-nav-view id=""main-view"">"
2,"<kal-app uid=""0"" uname="""" kalcontroller=""False"">"
2,"<amp-ad width=""300"" height=""250""
    type=""yandex""
    data-block-id=""R-A-281111-3""
    data-html-access-allowed=""true"">"
2,"<header-mobile class=""mobile-only"">"
2,"<store-locator-autocomplete name=""region"" placeholder=""Regione"" dataset=""Regions"" oncomplete=""setLocations(result)"">"
2,"<data-owl-carousel class=""owl-carousel"" 
                        data-options=""{
                            items: 5,
                            loop: true,
                            responsiveClass : true,
                            responsive : {0:{items:2}, 700:{items:4}, 1000:{items:5}, 1400:{items:6}}
                        }"">"
2,"<amp-auto-ads type=""adsense"" data-ad-client=""ca-pub-9050242868594649"">"
2,"<search-menu page=""static"">"
2,"<md-select required aria-label=""Tipo Documento"" ng-model=""formData.tipodoc"">"
2,"<md-input-container class=""field-loginform-email required"" flex=""auto"">"
2,<bls-fw-link-tag-ad-video-sync slot=LEADERBOARD>
2,"<router-view :page-name=""pageName"" :user-info=""userInfo"" :game-info=""gameInfo"" :device-info=""deviceInfo"" :webp-support=""webpSupport"" :switch-way=""switchWay"">"
2,"<md-button ng-href=#supportbart du-smooth-scroll class=md-fab aria-label=""Llamanos gratis - hostdime"">"
2,"<amp-user-notification id=""cookies-notification"" layout=""nodisplay"" class=""c252 c253"">"
2,"<cookie-banner theme=""whitelabel"" position=""bottom"" transition-name=""fade"" class=""cookie-banner""
        button-class=""btn btn-cookies""
        button-text=""Sim, entendido"" v-cloak>"
2,"<uib-tabset template-url=""/html/template/tabset.tpl"" active=""$ctrl.activeTab"" ng-mouseenter=""$ctrl.isPaused = true"" ng-mouseleave=""$ctrl.isPaused = false"">"
2,"<xtra-header-menu logoff-return-url=""/e/nl/dl"">"
2,"<grid-selection :current-grid=""3"" >"
2,"<amp-pixel src=""https://c.statcounter.com/PROJECT_ID/0/SECURITY_CODE/1/"">"
2,<comp-container hero>
2,"<search-overlay style-ready=""false"">"
2,"<uib-carousel interval=""5000"">"
2,"<router-view class=""view"">"
2,"<amp-img src=""/img/www/amp_start_logo.svg"" width=""119"" height=""26"" layout=""fixed"" class=""my0 mx-auto "" alt=""AMP start home logo"">"
2,"<sp-query-badge ng-show=""originalQuery.length >"
2,"<amp-auto-ads type=""adsense""
                    data-ad-client=""ca-pub-5513310066876824"">"
2,"<z-widget class=""desktopSearch"">"
2,"<transition-group tag=""ul"" name=""vuelist"" class=""list-unstyled"">"
2,"<md-button id=""loginButton"" type=""submit"" target=""_self"" href=""/account/login"" layout=""end center"">"
2,"<optiq-tag audience key=""homepage"">"
2,"<my-avatar state=""{main.getLoggedPerson().state}}"" link-edit=""#"" img=""v1/files/{{main.getLoggedPerson().photoId}}?access_token={{DENOX_TOKEN}}"" size-img=""50"" show-img=""{{main.getLoggedPerson().photoId}}"" has-permission=""{{hasPermission('PER') || vm.itsMe(main.getLoggedPerson())}}"">"
2,"<audi-dealer-search-teaser class=""nm-module-dealer-search nm-j-teaser-module"" data-dsh-url=""/ie/web/en/dealer-locator.html"" data-module=""dealer-search"" data-dsh-url-target=""_self"">"
2,"<posts-list :posts=""items.list"" :ad-topics=""items.adTopics"">"
2,"<ui-gmap-google-map 
    center='map.center' 
    zoom='map.zoom' 
    options=""map.options"" 
    control=""map.control""
    events=""{zoom_changed : map.evenHandler.zoom_changed}""
    pan=""true""
>"
2,"<my-img style=""display: block;overflow: hidden;height: 0; padding-top: 80%;"" class=""preview wp-post-image""
                                                        alt=""SEO-ПРОДВИЖЕНИЕ САЙТА В 2019 ⇈: ПОЛНЫЙ ГАЙД"" title=""SEO-ПРОДВИЖЕНИЕ САЙТА В 2019 ⇈: ПОЛНЫЙ ГАЙД"">"
2,"<data-src srcset=""https://mitrakeluarga.s3.ap-southeast-1.amazonaws.com/images/banner/full/mobile/17_58_acara-mika.png"" media=""(max-width: 767px)"">"
2,"<address-field placeholder=""0x7cB57B5A97eAbe94205C07890BE4c1aD31E486A8"" var-name=""tx.to"">"
2,"<amp-auto-ads type=""adsense""
              data-ad-client=""ca-pub-8725793417812508"">"
2,"<healcode-widget data-type=""schedules"" data-widget-partner=""object"" data-widget-id=""5391750e88e"" data-widget-version=""1"" >"
2,"<ng-include src=""currentView"" ng-hide=""contentLoaded"">"
2,"<amp-auto-ads type=""adsense""
              data-ad-client=""ca-pub-7102297483475356"">"
2,<yt-icon-button aria-label='คำแนะนำ' class='style-scope ytd-app' id='guide-button'>
2,"<amp-auto-ads type=""adsense"" data-ad-client=""ca-pub-8529159798071966"">"
2,"<prf-widget-manager ng-app=""prf""
                    options=""{defaultLang: 'en',
                              translation: {
                                locations: [
                                  '/wp-content/uploads/locale/',
                                  '/wp-content/uploads/locale-partials/'
                                ],
                                suffix: '.json'
                              },
                              'brandId': 2}"">"
2,"<ui-select class=""business-area-select"" search-enabled=""false"" ng-model=""businessAreas.selected"" on-select=""onBusinessAreaSelected($item, $model)"" theme=""bootstrap"" ng-if=""searchInputFocused"" ng-class=""{'hidden-xs':searchInputFocused}"" tabindex=""-1"" ng-cloak>"
2,"<my-email data-user=""sales"" data-domain=""cmx.bg"">"
2,"<app-root _nghost-c0="""" ng-version=""4.3.6"">"
2,<amp-auto-ads data-ad-client='ca-pub-9248260552466727' type='adsense'>
2,"<data-ng-include src=""'app/modules/popup/popup.tpl.html'"">"
2,"<ng-pluralize data-count=""pointsModel.sumPoint | mathAbs""
                              data-when=""{'0':'баллов','1':'балл','few':'балла', 'many':'баллов','other':'балла'}"">"
2,"<myg-slick-carousel class=""three-steps-carousel"" options=""{'dots': false, 'slidesToShow': 3, 'infinite': true, arrows : false,
            'responsive': [{
                breakpoint: 1024,
                settings: {
                    slidesToShow: 3,
                    dots: false,
                    arrows : false
                }
            },{
                breakpoint: 768,
                settings: {
                    slidesToShow: 1,
                    dots: true,
                    arrows : false
                }
            }]}"">"
2,"<main-slider :building=""{'id':'3437','title':'ArtLine \u0432 \u041f\u0440\u0438\u043c\u043e\u0440\u0441\u043a\u043e\u043c','segment':'high_comfort','path':'artline-v-primorskom','logo':'','logo_mobile':'5b880958a5d4d.png','logo_mobile_second':null,'favicon':'5bea869bb6312.png','genplan':'5bb33ae53a2c6.jpg','created':null,'district_id':'16','subway_id':'54','adress':'\u0422\u043e\u0440\u0444\u044f\u043d\u0430\u044f \u0434\u043e\u0440\u043e\u0433\u0430 \u0434.17 \u043b\u0438\u0442. \u0410','lt':'59.994','ln':'30.2562','location_id':null,'mindate':'1609362000','maxdate':'1609362000','office_id':null,'manual_coords':'0','need_update':'0','need_delete':'0','subway_distance':null,'date_add':null,'newton':'8cede745d1e7516e66a95c3ecdd0f0ce','commerce_building_id':null,'movement_item':'\u041c\u0438\u043d.','movement_type':'2','fixed_logo':'5b881195f231b.png','about_button':null,'main_sprite':'5b88130369821.svg','non_standart_logo':'5b880958a5d4d.png','ya_counter':'50592826','district':{'id':'16','name':'\u041f\u0440\u0438\u043c\u043e\u0440\u0441\u043a\u0438\u0439','translit':'primorsky','city_item_id':'1'},'renders':[{'id':'23760890','file':'wm_5bb32c87d1b19.jpg','image_id':'3437','section_id':'102','sort':'1','created':'2018-10-02 11:29:59','text':'','source':'','preview':'','is_active':'1','is_unique':'1','urls':{'full':'\/u\/images\/headerHd\/wm_5bb32c87d1b19.jpg','mobile':'\/u\/images\/headerHdMobile\/wm_5bb32c87d1b19.jpg'}},{'id':'23760891','file':'wm_5bb32c87dba1b.jpg','image_id':'3437','section_id':'102','sort':'2','created':'2018-10-02 11:29:59','text':'','source':'','preview':'','is_active':'1','is_unique':'1','urls':{'full':'\/u\/images\/headerHd\/wm_5bb32c87dba1b.jpg','mobile':'\/u\/images\/headerHdMobile\/wm_5bb32c87dba1b.jpg'}},{'id':'23760892','file':'wm_5bb32c87ea820.jpg','image_id':'3437','section_id':'102','sort':'3','created':'2018-10-02 11:29:59','text':'','source':'','preview':'','is_active':'1','is_unique':'1','urls':{'full':'\/u\/images\/headerHd\/wm_5bb32c87ea820.jpg','mobile':'\/u\/images\/headerHdMobile\/wm_5bb32c87ea820.jpg'}},{'id':'23760893','file':'wm_5bb32c880a00b.jpg','image_id':'3437','section_id':'102','sort':'4','created':'2018-10-02 11:30:00','text':'','source':'','preview':'','is_active':'1','is_unique':'1','urls':{'full':'\/u\/images\/headerHd\/wm_5bb32c880a00b.jpg','mobile':'\/u\/images\/headerHdMobile\/wm_5bb32c880a00b.jpg'}},{'id':'23760894','file':'wm_5bb32c88262ab.jpg','image_id':'3437','section_id':'102','sort':'5','created':'2018-10-02 11:30:00','text':'','source':'','preview':'','is_active':'1','is_unique':'1','urls':{'full':'\/u\/images\/headerHd\/wm_5bb32c88262ab.jpg','mobile':'\/u\/images\/headerHdMobile\/wm_5bb32c88262ab.jpg'}},{'id':'23760895','file':'wm_5bb32c8828a5e.jpg','image_id':'3437','section_id':'102','sort':'6','created':'2018-10-02 11:30:00','text':'','source':'','preview':'','is_active':'1','is_unique':'1','urls':{'full':'\/u\/images\/headerHd\/wm_5bb32c8828a5e.jpg','mobile':'\/u\/images\/headerHdMobile\/wm_5bb32c8828a5e.jpg'}}]}"">"
2,"<ui-carousel 
						  slides=""slides""
						  
						  slides-to-scroll=""1""
						  initial-slide=""1""
						  autoplay=""true""
						  autoplay-speed=""2000""
						  >"
2,"<top-header-asidenav v-bind:sp=""sp"" v-if=""!sp"">"
2,"<redox-header active=""Help"">"
2,"<slb-portal-app-root id=""delfi-app""
                    style=""display: none;"">"
2,"<broadstreet-zone zone-id=""68203"">"
2,"<amp-auto-ads type=""adsense"" data-ad-client=""ca-pub-5359410258315515"">"
2,"<opta-widget data-widget-id=""fixtures"" data-scope-id=""2015da09-7e06-417c-8978-61d020878cca"" sport=""football"" widget=""fixtures"" load=""false""
                     competition=""8,1,2,7,15""
                     season=""2018""
                     team=""36""
                     team_filter=""""
                     date_from=""2019-02-06""
                     date_to=""""
                     template=""normal"" live=""false"" show_venue=""true""
                     match_status=""fixture""
                     grouping=""month"" default_nav=""1"" start_on_current=""true""
                     switch_current=""0"" sub_grouping=""date"" show_subgrouping=""true""
                     order_by=""date_ascending"" show_crests=""true"" date_format=""dddd D MMMM YYYY""
                     month_date_format=""MMMM"" competition_naming=""full"" team_naming=""full""
                     pre_match=""false"" show_live=""false"" show_logo=""false"" show_title=""false""
                     breakpoints="""" image_size=""medium"">"
2,"<amp-auto-ads type=""adsense""
              data-ad-client=""ca-pub-6070376930055921"">"
2,"<md-toolbar id=""store-main-nav"" layout=""column"">"
2,"<ng-include src=""'/app/views/contactWidget.html'"">"
2,"<div-- class=""menu__search-input jsSearchInput"">"
2,"<widgetic-embed id=""5be50bbbecb2a130528b4568"" resize=""fill"" width=""560"" height=""95"" autoscale=""on"" adaptive=""414"">"
2,"<frontpage-pick :article=""article"">"
2,"<dt-cart data-id-name=""header-cart-lastest"">"
2,"<app-loadingspinner is-loading=""ctrl.isWaiting()"">"
2,"<paper-spinner id=""bookSpinner"" class=""green position"">"
2,"<app-root ng-version=""7.2.0"">"
2,"<amr-booker user-locale=""en_us"" destination-brand=""sec"" use-trisept=""true"" class=""bookingFormSidebar_form"">"
2,"<home-Header ng-if=""isHomeRout"">"
2,"<carousel-3d :perspective=""0"" :space=""200"" :display=""5""
				:controls-visible=""true"" :controls-prev-html=""'❬'""
				:controls-next-html=""'❭'"" :controls-width=""30"" :controls-height=""60""
				:clickable=""true"" :autoplay=""true"" :autoplay-timeout=""5000"">"
2,"<md-backdrop class=""md-sidenav-backdrop md-opaque backdrop-custom"">"
2,"<amp-auto-ads type=""adsense"" data-ad-client=""ca-pub-9082780288710075"">"
2,"<property-search
            base=""https://www.stonehouseproperties.co.uk/themes/md""
            min-price=""0""
            max-price='[""170"",""950""]'
            number-of-bedrooms=""11""
            number-of-bathrooms=""8""
            property-locations='[{""Text"":""Headingley"", ""IsProfessional"":""0"", ""IsStudent"":""1""},{""Text"":""Hyde Park"", ""IsProfessional"":""0"", ""IsStudent"":""1""},{""Text"":""Burley"", ""IsProfessional"":""0"", ""IsStudent"":""1""},{""Text"":""Armley"", ""IsProfessional"":""1"", ""IsStudent"":""""},{""Text"":""University"", ""IsProfessional"":""0"", ""IsStudent"":""1""},{""Text"":""Headinlgey"", ""IsProfessional"":""0"", ""IsStudent"":""1""},{""Text"":""Woodhouse"", ""IsProfessional"":""0"", ""IsStudent"":""1""},{""Text"":""Meanwood"", ""IsProfessional"":""0"", ""IsStudent"":""1""},{""Text"":""Moorland Ave"", ""IsProfessional"":""0"", ""IsStudent"":""1""}]'
            property-types='[""Apartment"",""Studio"",""Flat"",""Terraced"",""Semi Detached"",""Bungalow""]'
            actual-base=""https://www.stonehouseproperties.co.uk/"">"
2,"<gn-visited-courses items=""3"">"
2,"<dvi-appbar user-profile=""userProfile""
                notification=""notification""
                navigation=""navigation""
                application=""portal""
                user-profile-loaded=""userProfileLoaded""
                hide-navigation-bar=""true""
                style=""visibility: hidden""
                dvi-cloak>"
2,"<shop-list class=""shop-list-block"">"
2,"<recently-accessed-bins current-bin=""bin"">"
2,"<as-waves waves=""subsiteLight, subsiteThin"">"
2,"<amr-booker intent=""intentModal"" destination-brand=""now"" destination-hotel-code="""" user-locale=""en_us"" use-trisept=""true"">"
2,"<md-button md-no-ink aria-label=""Open Nav"" ng-click=""vm.toggleNav()"" class=""primary-button"">"
2,"<instant-search index-name=""pg_products"">"
2,"<app-contact-form :default-selection=""defaultSelection"" v-on:back=""toggleContactForm"">"
2,"<ui-view class=""general-container"">"
2,"<amp-auto-ads type=""adsense""
              data-ad-client=""ca-pub-6279777220435672"">"
2,"<uib-accordion close-others=""false"">"
2,"<back-to-search link-text=""Takaisin hakuun"">"
2,"<ng-view  autoscroll=""true"">"
2,"<tray-login
        data-methods=""['password', 'facebook', 'otp', 'identify']""
        data-store=""372922""
        data-callback=""https://supervit.commercesuite.com.br/loja/login_layout.php?origem=central&loja=372922&login=1""
        data-texts='{}'
        style=""display:none"">"
2,"<rym-intro-guide is-open=""showIntroGuide"">"
2,"<app-root ng-version=""5.2.7"" smart-banner-visible=""false"" data-useragent="""" data-route=""/"">"
2,"<wx-widget type=""current-conditions"" latitude=""26.62314"" longitude=""-81.839789"" group=""true"" standalone=""true"" units=""e"" header=""true"" theme=""light-gray"" cssURL=""https://winknews.com/wp-content/themes/Newspaper/css/home-weather.css"" iconsurl=""https://winknews.com/wp-content/themes/Newspaper/wx-widget-icons/"">"
2,"<login-form title=""Log in to Skinny Direct"">"
2,"<amp-auto-ads data-ad-client=""ca-pub-2848861614847648"" type=""adsense"">"
2,"<ng-include src=""'views/common-header.html'"">"
2,"<tb-notification-widget widget-id=""c23428cc-bfd9-ba94-f4f3-01663f5cd376"">"
2,"<affiliate-popup type="""">"
2,<amp-auto-ads type=adsense data-ad-client=ca-pub-6135483131884855>
2,"<movie-booking-movies-list-mini max-movies=""8"">"
2,"<amp-auto-ads type=""adsense""
              data-ad-client=""ca-pub-5535402058977412"">"
2,"<job-navigator
            :translations-job=""{&quot;title&quot;:&quot;Amazing opportunities await.&quot;,&quot;http&quot;:&quot;https:\/\/jobtip.com&quot;,&quot;link&quot;:&quot;Jobtip.com&quot;,&quot;vacant_jobs&quot;:&quot;Available jobs&quot;,&quot;filter&quot;:&quot;Filter&quot;,&quot;close&quot;:&quot;Close&quot;,&quot;search&quot;:&quot;Search for jobs...&quot;,&quot;read_more&quot;:&quot;Read more&quot;,&quot;no_results&quot;:&quot;No jobs found. Try search for working titles, companies or cities.&quot;,&quot;and&quot;:&quot;and&quot;}""
        >"
2,"<trov-tabs
      :selectedtab=""selectedCategory""
      :tabs=""availableCategories""
      :callback=""handleCategorySelect""
    >"
2,"<chat-fun r_id=""1"" r_list='' :u_id=""dUID"" :u_n=""dUN"">"
2,"<broadstreet-zone zone-id=""49087"" keywords=""not_home_page,not_landing_page,is_article_page,homepage"" soft-keywords=""true"">"
2,"<amp-auto-ads type=""adsense""
              data-ad-client=""ca-pub-7287229271330796"">"
2,"<amp-auto-ads type=""adsense""
              data-ad-client=""ca-pub-8558985719708879"">"
2,"<header-cart id=""header-cart""
                   label-singular=""Go to the offer inquiry""
                   label-plural=""Go to the offer inquiry""
                   :amount=""0"">"
2,"<ahconnect-loyalty-info class=""hidden-md--down flex-xl--12 flex-lg--8 p-l--15"" list-class=""list-inline"" list-item-class=""list-inline__item"" loyalty-info=""ahcLoyaltyInfo"" signed-in=""signedIn"">"
2,<amp-auto-ads data-ad-client='ca-pub-8838336828546220' type='adsense'>
2,"<amp-auto-ads type=""adsense"" data-ad-client=""ca-pub-8900067022887938"">"
2,"<amp-auto-ads type=""adsense"" data-ad-client=""ca-pub-1370629501360110"">"
2,"<opta-widget data-widget-id=""fixtures"" data-scope-id=""d9d7d9c3-ce65-4a6b-b960-1a4c0882a779"" sport=""football"" widget=""fixtures"" load=""false""
                     competition=""12,1,2,7""
                     season=""2018""
                     team=""75""
                     team_filter=""""
                     date_from=""2019-02-10""
                     date_to=""""
                     template=""normal"" live=""false"" show_venue=""true""
                     match_status=""fixture""
                     grouping=""month"" default_nav=""1"" start_on_current=""true""
                     switch_current=""0"" sub_grouping=""date"" show_subgrouping=""true""
                     order_by=""date_ascending"" show_crests=""true"" date_format=""dddd D MMMM YYYY""
                     month_date_format=""MMMM"" competition_naming=""full"" team_naming=""full""
                     pre_match=""false"" show_live=""false"" show_logo=""false"" show_title=""false""
                     breakpoints="""" image_size=""medium"">"
2,<amp-auto-ads data-ad-client='ca-pub-3347415082392229' type='adsense'>
2,"<lu-footer settings=""%7B%22remove_powered_by%22:false,%22footer_links%22:[]%7D"">"
2,"<tb-notification-widget  widget-id=""16854825-afa8-34c1-7e02-0161d1e7308b"">"
2,"<tray-login
        data-methods=""['password', 'facebook', 'otp', 'identify']""
        data-store=""390191""
        data-callback=""https://www.babymonster.com.br/loja/login_layout.php?origem=central&loja=390191&login=1""
        data-texts='{}'
        style=""display:none"">"
2,"<ola-app unresolved="""">"
2,"<md-autocomplete class=""input-group__input-box"" ng-disabled=""ctrl.isDisabled"" md-no-cache=""ctrl.noCache"" md-selected-item=""ctrl.selectedItem"" md-search-text=""ctrl.searchText"" md-items=""item in ctrl.querySearch(ctrl.searchText, filter.items)"" md-item-text=""item.name"" md-min-length=""1"" md-menu-class=""autocomplete-custom-template"" md-selected-item-change=""addTag(ctrl.selectedItem,'taxonomy'); ctrl.searchText = ''"" placeholder=""Enter {{filter.displayname}}"">"
2,"<amp-auto-ads type=""adsense""
data-ad-client=""ca-pub-1579905248177546"">"
2,"<blue-bar class=""bluebar-container"" data-subsite=""realestate"">"
2,"<md-content id=""main"" layout=""column"" md-scroll-y flex>"
2,"<healcode-widget data-version=""0.2"" data-link-class=""healcode-login-register-text-link"" data-site-id=""1096"" data-mb-site-id=""-71"" data-type=""account-link"" data-inner-html=""Login"">"
2,"<yt-formatted-string class="""" style=""--yt-endpoint-color:hsl(206.1, 79.3%, 52.7%);"">"
2,"<load-indicator ng-module=""common"">"
2,"<audi-dealer-search-teaser class=""nm-module-dealer-search nm-j-teaser-module"" data-dsh-url=""https://www.audi.fr/fr/web/fr/trouver-mon-partenaire.html"" data-module=""dealer-search"" data-dsh-url-target=""_blank"">"
2,<juwe-typeahead inline-template>
2,"<sky-accordion class="""" icon=""arrow"">"
2,"<amp-auto-ads type=""adsense""
data-ad-client=""ca-pub-5466818515936660"">"
2,"<li-icon class=""svg-icon "" type=""cancel-icon"" size=""small""  tabindex=""-1"">"
2,"<h-1 class=""hero-header-title"">"
2,"<user-notification-banner style=""display:none"">"
2,"<data-hot-deal-carousel class=""hot-deal-active owl-carousel"">"
2,"<opta-widget data-widget-id=""fixtures"" data-scope-id=""1d5e009d-79f7-47fb-8f2a-f499d83f471d"" sport=""football"" widget=""fixtures"" load=""false""
                     competition=""7,2,1,11""
                     season=""2018""
                     team=""2623""
                     team_filter=""""
                     date_from=""2019-02-04""
                     date_to=""""
                     template=""normal"" live=""false"" show_venue=""true""
                     match_status=""fixture""
                     grouping=""month"" default_nav=""1"" start_on_current=""true""
                     switch_current=""0"" sub_grouping=""date"" show_subgrouping=""true""
                     order_by=""date_ascending"" show_crests=""true"" date_format=""dddd D MMMM YYYY""
                     month_date_format=""MMMM"" competition_naming=""full"" team_naming=""full""
                     pre_match=""false"" show_live=""false"" show_logo=""false"" show_title=""false""
                     breakpoints="""" image_size=""medium"">"
2,"<trix-editor id='grid-edit-dialog-html-trix' input='grid-edit-dialog-html' class=""trix-content"">"
2,"<app-root class=""ng-tns-c0-0"" ng-version=""6.0.6"">"
2,"<barra-principal class=""row"">"
2,"<opta-widget data-widget-id=""match-header-de15abe5-c17a-4833-b859-bfb7ac0d6865"" load=""true"" sport=""football"" widget=""fixtures"" template=""normal"" live=""true"" competition=""10"" season=""2018"" match=""991309"" team="""" team_filter="""" date_from="""" date_to="""" days_ahead="""" days_before="""" venue="""" image_size=""large""
                             show_venue=""false"" group="""" matchday="""" round="""" match_status=""all"" grouping=""date"" show_grouping=""true"" limit="""" navigation="""" default_nav=""1"" start_on_current=""true"" switch_current=""0"" sub_grouping=""date"" show_subgrouping=""false"" order_by=""date_ascending""
                             show_crests=""true"" date_format=""dddd D MMMM YYYY"" month_date_format=""MMMM"" competition_naming=""full"" team_naming=""full"" team_link="""" match_link="""" pre_match=""false"" show_live=""false"" show_logo=""true"" title="""" show_title=""false"" breakpoints="""">"
2,"<flag-icon name=""CN"" width=""18px"">"
2,"<amp-auto-ads type=""adsense"" data-ad-client=""ca-pub-3790978372256735"">"
2,"<amp-carousel width=""678""
  height=""381""
  layout=""responsive""
  type=""slides""
  autoplay
  delay=""4000"">"
2,"<xg-controls class=xgplayer-controls unselectable=on onselectstart=""return false"">"
2,"<app-store-outerstitial data-ng-if=""!appStoreOuterstitialDisabled"">"
2,"<amp-auto-ads type=""adsense"" data-ad-client=""ca-pub-3902613346564820"">"
2,"<uib-carousel active=""$index"" interval=""interval"" no-wrap=""false"" style=""margin: 5px"">"
2,"<load-script src=""/~/media/4c97422e08ee4f73ae74e4acc110a251.ashx"" hidden>"
2,"<app-root id=""navegador-atualizado"">"
2,"<search-modal
                    article-title = ""Articles""
                    product-title = ""Products""
                    v-if=""showModal"" @close=""showModal = false"">"
2,"<ion-icon
  class=""product-focus-list-item-icon icon-size-4x""
  name=""infinite""
  aria-hidden=""true""
  title=""Always Ready"">"
2,"<amp-auto-ads type=""adsense""
data-ad-client=""ca-pub-1963050819636449"">"
2,"<flag-icon name=""JP"" width=""18px"">"
2,"<live-search id=""search1"" type=""text"" class=""full-width""
                             live-search-callback=""mySearchCallback""
                             live-search-item-template=""{{result.name | highlight:'foto'}}""
                             live-search-select=""searchSelection""
                             live-search-select-callback=""madeSelectionCallback""
                             live-search-wait-timeout=""500""
                             placeholder=""Rechercher""
                             ng-model=""searchSelection"" >"
2,"<customer-equity class=""pure-g pure-row"">"
2,"<ng-switch on=""question.controlType"">"
2,"<button-more v-if=""hasMoreButton()"" v-on:add-events=""addEvents"" :more=""options.label_more"" :color=""options.color_special_contrast"">"
2,"<opta-widget data-widget-id=""fixtures"" data-scope-id=""df5d4d17-e400-436b-9dcf-1a28dc4ab6ba"" sport=""football"" widget=""fixtures"" load=""false""
                     competition=""12""
                     season=""2018""
                     team=""46""
                     team_filter=""""
                     date_from=""2019-02-04""
                     date_to=""""
                     template=""normal"" live=""false"" show_venue=""true""
                     match_status=""fixture""
                     grouping=""month"" default_nav=""1"" start_on_current=""true""
                     switch_current=""0"" sub_grouping=""date"" show_subgrouping=""true""
                     order_by=""date_ascending"" show_crests=""true"" date_format=""dddd D MMMM YYYY""
                     month_date_format=""MMMM"" competition_naming=""full"" team_naming=""full""
                     pre_match=""false"" show_live=""false"" show_logo=""false"" show_title=""false""
                     breakpoints="""" image_size=""medium"">"
2,"<book-bar id=""bookBar"" ref=""bookBar"" bar-type=""All Tours"">"
2,"<banner-ad ng-show=""!$state.current.data.noAds"" ng-class=""adActive ? 'fadeIn' : 'fadeOut'"" class=""animated banner-ad-container"" ad-id=""{{CONFIG.RIGHT_1_BANNER_ID}}"" banner-type=""right1"" ad-active=""adActive"" class=""banner-ad-right-1"">"
2,"<amp-font layout=""nodisplay""
  font-family=""Material Icons""
  timeout=""4000""
  on-error-add-class=""icons-fallback""
  on-load-remove-class=""no-icons"">"
2,"<amp-img src=""img/LOGO_MAXPRESS.jpg"" width=""195"" height=""30"" alt="""">"
2,"<angucomplete-alt ng-class=""{'showLocError': validateInput1}"" outside-click=""closeMyDropdown(this)"" id=""PicLoc"" placeholder=""Enter your pick-up location"" pause=""500"" selected-object=""vm.suggestionValue.getPickUpLocation"" initial-value=""vm.suggestionValue.pickUpLocInitialValue"" remote-api-handler=""vm.getSuggestions"" title-field=""suggDescription"" description-field=""suggDescription"" minlength=""3"" input-name=""pickupLocation"" input-class=""form-control form-control-small"" match-class=""highlight"" valid-method=""blur"" validation-list=""required"" suggestion-list-response-error-message=""Please revise your search or &lt;a href='en/locations/find-a-location' &gt;click here&lt;/a&gt; to browse for a location"" validation-error-display-location-id=""pickupError"" validation-error-message=""Please enter a <b>"
2,"<uib-accordion class=""show-xs hidden-lg hidden-sm hidden-md"">"
2,"<baner-img ng-if=""listBanerleft.length>"
2,"<ng-include src=""beforeTreeControl"">"
2,"<amp-sidebar id=""menu"" class=""menuAmp"" layout=""nodisplay"" side=""left"">"
